url	first_seen	portal	title	company	status	location
https://job-boards.greenhouse.io/airtable/jobs/8400388002	2026-06-10	greenhouse-api	Software Engineer, Infrastructure (8+ YOE)	Airtable	added	San Francisco, CA; New York, NY; Remote - US (Seattle, WA only)
https://job-boards.greenhouse.io/vercel/jobs/5806456004	2026-06-10	greenhouse-api	Manager, Solutions Architecture	Vercel	added	Hybrid - San Francisco, New York City, Austin
https://job-boards.greenhouse.io/vercel/jobs/5633880004	2026-06-10	greenhouse-api	Software Engineer, Deployment Infrastructure	Vercel	added	Hybrid - San Francisco, New York City
https://job-boards.greenhouse.io/vercel/jobs/5796302004	2026-06-10	greenhouse-api	Solutions Architect	Vercel	added	Remote - United Kingdom, Germany
https://job-boards.greenhouse.io/vercel/jobs/5806749004	2026-06-10	greenhouse-api	Solutions Architect 	Vercel	added	Hybrid - San Francisco, New York City, Austin
https://job-boards.greenhouse.io/vercel/jobs/5461002004	2026-06-10	greenhouse-api	Sr. Engineering Manager, Platform	Vercel	added	Hybrid - San Francisco, New York City
https://coreweave.com/careers/job?4675342006&board=coreweave&gh_jid=4675342006	2026-06-10	greenhouse-api	Technical Project Manager - East Region	CoreWeave	added	Richmond, VA / Columbus, OH
https://jobs.ashbyhq.com/resend/8c290ac4-22b4-4072-86e0-b6f5a97213d6	2026-06-10	ashby-api	Security Engineer, Platform	Resend	added	Europe / Remote / Full-time
https://job-boards.greenhouse.io/gitlab/jobs/8503972002	2026-06-10	greenhouse-api	Manager, Solutions Architects - Commercial	GitLab	added	Remote, North America
https://job-boards.greenhouse.io/gitlab/jobs/8396674002	2026-06-10	greenhouse-api	Manager, Solutions Architects - SF Bay area	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8341795002	2026-06-10	greenhouse-api	Principal Solutions Architect, AI / Core DevOps SME	GitLab	added	Remote, North America
https://job-boards.greenhouse.io/gitlab/jobs/8324132002	2026-06-10	greenhouse-api	Senior Backend Engineer, Gitlab Delivery: Runway (Platform Engineering)	GitLab	added	Remote, India; Remote, United Kingdom
https://job-boards.greenhouse.io/gitlab/jobs/8568868002	2026-06-10	greenhouse-api	Senior Product Manager, AI Platform Management	GitLab	added	Remote, Ireland; Remote, Israel; Remote, United Kingdom
https://job-boards.greenhouse.io/gitlab/jobs/8490453002	2026-06-10	greenhouse-api	Senior Site Reliability Engineer, Tenant Services: Geo	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8532929002	2026-06-10	greenhouse-api	Senior Solutions Architect	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8468159002	2026-06-10	greenhouse-api	Senior Solutions Architect, AI / Core DevOps - EMEA	GitLab	added	Remote, United Kingdom
https://job-boards.greenhouse.io/gitlab/jobs/8476375002	2026-06-10	greenhouse-api	Senior Solutions Architect - AI & Platforms SME	GitLab	added	Remote, Australia; Remote, Singapore
https://job-boards.greenhouse.io/gitlab/jobs/8509723002	2026-06-10	greenhouse-api	Senior Solutions Architect - CEUR	GitLab	added	Remote, Germany
https://job-boards.greenhouse.io/gitlab/jobs/8529741002	2026-06-10	greenhouse-api	Senior Solutions Architect, Financial Services - NYC	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8488427002	2026-06-10	greenhouse-api	Senior Solutions Architect, Microsoft SME	GitLab	added	Remote, North America
https://job-boards.greenhouse.io/gitlab/jobs/8515080002	2026-06-10	greenhouse-api	Site Reliability Engineer, Cloud Cost Utilization	GitLab	added	Remote, United Kingdom
https://job-boards.greenhouse.io/gitlab/jobs/8504232002	2026-06-10	greenhouse-api	Site Reliability Engineer, Environment Automation	GitLab	added	Remote, Canada; Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8488396002	2026-06-10	greenhouse-api	Solutions Architect	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8518629002	2026-06-10	greenhouse-api	Solutions Architect, Commercial - West	GitLab	added	Remote, North America
https://job-boards.greenhouse.io/gitlab/jobs/8520251002	2026-06-10	greenhouse-api	Solutions Architect - France	GitLab	added	Remote, France
https://job-boards.greenhouse.io/gitlab/jobs/8514960002	2026-06-10	greenhouse-api	Staff Infrastructure Security Engineer (APAC, EMEA, or US)	GitLab	added	Remote, APAC; Remote, EMEA; Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8509682002	2026-06-10	greenhouse-api	Vice President of Engineering, DevOps Engineering	GitLab	added	Remote, US
https://jobs.ashbyhq.com/workos/cff5a16f-fd1c-4b64-9b66-8a8321122375	2026-06-10	ashby-api	Site Reliability Engineer	WorkOS	added	United States & Canada
https://jobs.ashbyhq.com/workos/26a54ffa-9465-4d13-bc5f-db41a2bbe505	2026-06-10	ashby-api	Infrastructure Engineer	WorkOS	added	United States & Canada
https://jobs.ashbyhq.com/workos/7757900a-02fb-40fd-b484-923bcffd91bf	2026-06-10	ashby-api	Systems Engineer	WorkOS	added	United States & Canada
https://boards.greenhouse.io/cloudflare/jobs/7535803?gh_jid=7535803	2026-06-10	greenhouse-api	Data Center DCIM Program Leader - Infrastructure Operations	Cloudflare	added	Hybrid
https://boards.greenhouse.io/cloudflare/jobs/7736431?gh_jid=7736431	2026-06-10	greenhouse-api	Data Center Infrastructure Management (DCIM) Administrator - Infrastructure Operations	Cloudflare	added	Hybrid
https://boards.greenhouse.io/cloudflare/jobs/7649981?gh_jid=7649981	2026-06-10	greenhouse-api	Network Reliability Engineer	Cloudflare	added	Hybrid
https://boards.greenhouse.io/cloudflare/jobs/7469508?gh_jid=7469508	2026-06-10	greenhouse-api	Senior Manager, Solutions Architecture, AI & Developer Platform	Cloudflare	added	Hybrid
https://boards.greenhouse.io/cloudflare/jobs/7529800?gh_jid=7529800	2026-06-10	greenhouse-api	Solutions Architect, AI / Cloudflare Developer Platform	Cloudflare	added	Hybrid
https://boards.greenhouse.io/cloudflare/jobs/7505582?gh_jid=7505582	2026-06-10	greenhouse-api	Solutions Architect, AI/Cloudflare Developer Platform 	Cloudflare	added	Hybrid
https://boards.greenhouse.io/cloudflare/jobs/7742773?gh_jid=7742773	2026-06-10	greenhouse-api	Systems Engineer, MAPS	Cloudflare	added	Hybrid
https://careers.datadoghq.com/detail/7798672/?gh_jid=7798672	2026-06-10	greenhouse-api	Director, Product Management - AI Observability	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7583609/?gh_jid=7583609	2026-06-10	greenhouse-api	Director, Product Management - Core Platforms	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7899504/?gh_jid=7899504	2026-06-10	greenhouse-api	Director, Product Management - Infrastructure Monitoring	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7594627/?gh_jid=7594627	2026-06-10	greenhouse-api	Manager II, Engineering - AI Platform Training, Serving and Storage (NorAm)	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7947006/?gh_jid=7947006	2026-06-10	greenhouse-api	Manager II, Engineering - Site Reliability Engineering	Datadog	added	France, Remote; Ireland, Remote
https://careers.datadoghq.com/detail/7922975/?gh_jid=7922975	2026-06-10	greenhouse-api	Partner Solutions Architect (ANZ)	Datadog	added	Sydney, Australia
https://careers.datadoghq.com/detail/7776476/?gh_jid=7776476	2026-06-10	greenhouse-api	Partner Solutions Architect (LATAM)	Datadog	added	Chile, Remote; Sao Paulo, Brazil
https://careers.datadoghq.com/detail/7943824/?gh_jid=7943824	2026-06-10	greenhouse-api	Principal Partner Solutions Architect (Public Sector - Fed)	Datadog	added	District of Columbia, USA, Remote; Maryland, USA, Remote; Virginia, USA, Remote
https://careers.datadoghq.com/detail/7627531/?gh_jid=7627531	2026-06-10	greenhouse-api	Product Solutions Architect - LLM Observability	Datadog	added	Boston, Massachusetts, USA; Denver, Colorado, USA; New York, New York, USA; San Francisco, California, USA
https://careers.datadoghq.com/detail/7732699/?gh_jid=7732699	2026-06-10	greenhouse-api	Product Solutions Architect - Product Analytics and Experimentation	Datadog	added	Boston, Massachusetts, USA; Denver, Colorado, USA; New York, New York, USA; San Francisco, California, USA
https://careers.datadoghq.com/detail/7555520/?gh_jid=7555520	2026-06-10	greenhouse-api	Senior Developer Advocate - Data Observability	Datadog	added	California, USA, Remote; Colorado, USA, Remote; Illinois, USA, Remote; New York, USA, Remote; Washington, USA, Remote
https://careers.datadoghq.com/detail/7960450/?gh_jid=7960450	2026-06-10	greenhouse-api	Senior Manager, Product Solutions Architecture	Datadog	added	Boston, Massachusetts, USA; Denver, Colorado, USA; New York, New York, USA; San Francisco, California, USA
https://careers.datadoghq.com/detail/7947683/?gh_jid=7947683	2026-06-10	greenhouse-api	Senior Platform Product Manager - AI SDLC Trusted Throughput	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7925999/?gh_jid=7925999	2026-06-10	greenhouse-api	Senior Software Engineer - Analytics Data Platform Lakehouse	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7899164/?gh_jid=7899164	2026-06-10	greenhouse-api	Senior Software Engineer - Bits AI SRE	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7967161/?gh_jid=7967161	2026-06-10	greenhouse-api	Senior Software Engineer - Infrastructure R&D	Datadog	added	Denver, Colorado, USA; New York, New York, USA
https://careers.datadoghq.com/detail/7950090/?gh_jid=7950090	2026-06-10	greenhouse-api	Senior Software Engineer - Synthetics Platform	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7923520/?gh_jid=7923520	2026-06-10	greenhouse-api	Senior Systems Engineer, Technical Solutions (US-East)	Datadog	added	Boston, Massachusetts, USA; New York, New York, USA
https://careers.datadoghq.com/detail/7743369/?gh_jid=7743369	2026-06-10	greenhouse-api	Staff Software Engineer - Logs Observability Pipelines 	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7107437/?gh_jid=7107437	2026-06-10	greenhouse-api	Staff Software Engineer - ML Observability	Datadog	added	Boston, Massachusetts, USA; New York, New York, USA
https://job-boards.greenhouse.io/caylent/jobs/5793470004	2026-06-10	greenhouse-api	Cloud Architect	Caylent	added	Brazil
https://job-boards.greenhouse.io/caylent/jobs/6010762004	2026-06-10	greenhouse-api	Customer Solutions Architect	Caylent	added	BRAZIL
https://job-boards.greenhouse.io/caylent/jobs/5474063004	2026-06-10	greenhouse-api	Principal Cloud Architect	Caylent	added	USA
https://job-boards.greenhouse.io/caylent/jobs/5979173004	2026-06-10	greenhouse-api	Principal Customer Solutions Architect	Caylent	added	USA
https://job-boards.greenhouse.io/caylent/jobs/5026984004	2026-06-10	greenhouse-api	Senior Cloud Architect - Not an Active Opening, Building Talent Pipeline	Caylent	added	MEXICO
https://job-boards.greenhouse.io/canonical/jobs/4676649	2026-06-10	greenhouse-api	Cloud Engineering Manager	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/5915936	2026-06-10	greenhouse-api	Cloud Solutions Architect - Alliances	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/4581200	2026-06-10	greenhouse-api	Distributed Systems Engineer	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/5667860	2026-06-10	greenhouse-api	Engineering Manager - Data Platform	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/6587365	2026-06-10	greenhouse-api	IoT Solutions Architecture Manager (Americas only)	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/5739500	2026-06-10	greenhouse-api	Observability Engineering Manager	Canonical	added	Home Based - Americas; Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/5703396	2026-06-10	greenhouse-api	Python and Kubernetes Software Engineer - Data, Workflows, AI/ML & Analytics	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/5995321	2026-06-10	greenhouse-api	Senior Design Manager (Infrastructure)	Canonical	added	Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/3029798	2026-06-10	greenhouse-api	Senior Site Reliability Engineer	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/5517891	2026-06-10	greenhouse-api	Senior Site Reliability / Gitops Engineer	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/7774649	2026-06-10	greenhouse-api	Senior Software Engineer - Python/Golang - Kubernetes	Canonical	added	Home Based - Americas; Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/4468036	2026-06-10	greenhouse-api	Site Reliability Engineer	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/5535122	2026-06-10	greenhouse-api	Site Reliability Engineering Manager	Canonical	added	Home Based - APAC; Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/1747487	2026-06-10	greenhouse-api	Site Reliability / Gitops Engineer	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/canonical/jobs/4348657	2026-06-10	greenhouse-api	Software Engineer - Cross-platform C++ - Multipass	Canonical	added	Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/3014391	2026-06-10	greenhouse-api	Software Engineer - Data Infrastructure 	Canonical	added	Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/5218601	2026-06-10	greenhouse-api	Software Engineer - Data Infrastructure - Kafka	Canonical	added	Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/5002072	2026-06-10	greenhouse-api	Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch	Canonical	added	Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/4086684	2026-06-10	greenhouse-api	Software Engineering Manager - Container and Virtualisation Infrastructure	Canonical	added	Home Based - Americas; Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/2928962	2026-06-10	greenhouse-api	Software Engineer - Python/Golang - Kubernetes	Canonical	added	Home Based - Americas; Home based - EMEA
https://job-boards.greenhouse.io/canonical/jobs/6292448	2026-06-10	greenhouse-api	Solutions Architect for Automotive	Canonical	added	Home based - Worldwide
https://job-boards.greenhouse.io/nubank/jobs/7248894	2026-06-10	greenhouse-api	Lead Systems Engineer 	Nubank	added	Mexico, Mexico City
https://job-boards.greenhouse.io/nubank/jobs/7890972	2026-06-10	greenhouse-api	Lead Systems Engineer - Traffic Management	Nubank	added	USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC
https://job-boards.greenhouse.io/nubank/jobs/7611902	2026-06-10	greenhouse-api	Machine Learning Engineer Manager (AI Platform)	Nubank	added	Brazil, Sao Paulo
https://job-boards.greenhouse.io/nubank/jobs/7554184	2026-06-10	greenhouse-api	Principal Engineer, Mobile Platforms 	Nubank	added	Brazil, Sao Paulo; USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC
https://job-boards.greenhouse.io/nubank/jobs/7768567	2026-06-10	greenhouse-api	Principal Software Engineer - Credit Card Core Platforms	Nubank	added	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo; USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC
https://job-boards.greenhouse.io/nubank/jobs/7578918	2026-06-10	greenhouse-api	Senior Staff Systems Engineer - Performance Engineer - JVM	Nubank	added	USA, Miami
https://job-boards.greenhouse.io/nubank/jobs/7658493	2026-06-10	greenhouse-api	Senior Systems Engineer (Service Provisioning)	Nubank	added	Argentina, Buenos Aires
https://job-boards.greenhouse.io/nubank/jobs/7979944	2026-06-10	greenhouse-api	Staff Software Engineer - Database Infrastructure	Nubank	added	USA, Miami; USA, Palo Alto; USA, Washington DC
https://job-boards.greenhouse.io/nubank/jobs/7960133	2026-06-10	greenhouse-api	Staff Software Engineer - Digital Experience Platform	Nubank	added	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo; Canada, Toronto; USA, Miami
https://job-boards.greenhouse.io/nubank/jobs/7241686	2026-06-10	greenhouse-api	Staff Software Engineer - Mobile Platform	Nubank	added	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo
https://job-boards.greenhouse.io/nubank/jobs/7572803	2026-06-10	greenhouse-api	Systems Engineer - Computing Squad	Nubank	added	Mexico, Mexico City
https://jobs.elastic.co/jobs?gh_jid=7956403&gh_jid=7956403	2026-06-10	greenhouse-api	Principal Product Manager Infrastructure, Observability	Elastic	added	Spain
https://jobs.elastic.co/jobs?gh_jid=7960022&gh_jid=7960022	2026-06-10	greenhouse-api	Principal Software Engineer (Networking) - Platform	Elastic	added	United States
https://jobs.elastic.co/jobs?gh_jid=6450040&gh_jid=6450040	2026-06-10	greenhouse-api	Principal Solutions Architect - Observability	Elastic	added	United States
https://jobs.elastic.co/jobs?gh_jid=7976540&gh_jid=7976540	2026-06-10	greenhouse-api	Principal SRE (Networking) - Platform Control Plane	Elastic	added	United States
https://jobs.elastic.co/jobs?gh_jid=7747631&gh_jid=7747631	2026-06-10	greenhouse-api	Senior Solutions Architect - SLED	Elastic	added	Massachusetts, United States
https://jobs.elastic.co/jobs?gh_jid=7960974&gh_jid=7960974	2026-06-10	greenhouse-api	Senior Solutions Architect - SLED Chicago / Indianapolis	Elastic	added	Illinois, United States
https://jobs.elastic.co/jobs?gh_jid=7957649&gh_jid=7957649	2026-06-10	greenhouse-api	Site Reliability Engineer (Hosted Infra) - Platform	Elastic	added	United States
https://job-boards.greenhouse.io/vtex/jobs/5614482004	2026-06-10	greenhouse-api	Senior Technical Product Manager, SRE/Cloud 	VTEX	added	Brazil
https://job-boards.greenhouse.io/cabify/jobs/8367951002	2026-06-10	greenhouse-api	Senior Site Reliability Engineer	Cabify	added	Madrid
https://job-boards.greenhouse.io/typeform/jobs/7686285	2026-06-10	greenhouse-api	DevSecOps Engineer	Typeform	added	Ireland (Remote); Netherlands (Remote) ; United Kingdom (Remote) 
https://job-boards.greenhouse.io/typeform/jobs/7850909	2026-06-10	greenhouse-api	Senior Data Platform Engineer	Typeform	added	Germany (Remote) ; Ireland (Remote); Netherlands (Remote) ; Spain (Remote) ; United Kingdom (Remote) 
https://job-boards.eu.greenhouse.io/wallapop/jobs/4751145101	2026-06-10	greenhouse-api	Senior Android Engineer - Platform	Wallapop	added	Barcelona
https://job-boards.greenhouse.io/clara/jobs/5044167007	2026-06-10	greenhouse-api	DevOps AWS Cost Optimization Specialist (Especialista em Otimização de Custos da AWS) - Remote	Clara	added	São Paulo, São Paulo, Brazil
https://job-boards.greenhouse.io/clara/jobs/5044162007	2026-06-10	greenhouse-api	DevOps AWS Cost Optimization Specialist (Especialista en Optimización de Costos de AWS) - Remote	Clara	added	Colombia
https://jobs.lever.co/dlocal/1244cc72-c553-40ce-ac1a-afc2a5bb4dc3	2026-06-10	lever-api	Cloud Architect	dLocal	added	Spain
https://jobs.lever.co/dlocal/c54bca0c-2493-4b14-acf6-5009b99e9faf	2026-06-10	lever-api	Head of Platform Engineering	dLocal	added	Brazil
https://job-boards.greenhouse.io/airtable/jobs/8485839002	2026-06-10	greenhouse-api	Director, Technical Account Management	Airtable	added	Remote - US; Remote - Canada
https://job-boards.greenhouse.io/vercel/jobs/5701765004	2026-06-10	greenhouse-api	Engineering Manager, CDN	Vercel	added	Hybrid - San Francisco
https://job-boards.greenhouse.io/runpod/jobs/5221401008	2026-06-10	greenhouse-api	Director, Revenue Operations 	RunPod	added	Remote, USA
https://job-boards.greenhouse.io/hightouch/jobs/5999976004	2026-06-10	greenhouse-api	Engineering Manager, Customer Studio	Hightouch	added	Remote (North America)
https://job-boards.greenhouse.io/hightouch/jobs/5835944004	2026-06-10	greenhouse-api	Engineering Manager, Destinations	Hightouch	added	Remote (North America)
https://coreweave.com/careers/job?4685542006&board=coreweave&gh_jid=4685542006	2026-06-10	greenhouse-api	Regional Director - U.S. East Data Center Operations	CoreWeave	added	Livingston, NJ / Orangeburg, NY / Richmond, VA / Allentown, PA / Columbus, OH / Dalton, GA
https://coreweave.com/careers/job?4678827006&board=coreweave&gh_jid=4678827006	2026-06-10	greenhouse-api	Regional Director, US South Central, Data Center Operations	CoreWeave	added	Austin, TX / Afton, TX / Dallas, TX / Denton, TX / Richardson, TX
https://job-boards.greenhouse.io/gitlab/jobs/8521684002	2026-06-10	greenhouse-api	Candidate Experience Specialist, Contractor 	GitLab	added	Remote, Singapore
https://job-boards.greenhouse.io/gitlab/jobs/8510488002	2026-06-10	greenhouse-api	Director, Enterprise Architecture & Intelligent Automation	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8537864002	2026-06-10	greenhouse-api	Director of Engineering, Workflows & Runners	GitLab	added	Remote, Canada; Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8482744002	2026-06-10	greenhouse-api	Engineering Manager, Continuous Delivery	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8463917002	2026-06-10	greenhouse-api	Engineering Manager, Gitlab Delivery: Upgrades	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8339221002	2026-06-10	greenhouse-api	Engineering Manager, Software Supply Chain Security: Pipeline Security 	GitLab	added	Remote, Canada; Remote, Israel; Remote, United Kingdom; Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8478405002	2026-06-10	greenhouse-api	Engineering Manager, SSCS: Supply Chain	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8493679002	2026-06-10	greenhouse-api	Field CTO, Public Sector	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8496880002	2026-06-10	greenhouse-api	Field CTO - US West 	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8561219002	2026-06-10	greenhouse-api	Senior Director, Solution Architecture - North America	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8525960002	2026-06-10	greenhouse-api	Senior Solutions Architect	GitLab	added	Remote, Italy
https://job-boards.greenhouse.io/gitlab/jobs/8506618002	2026-06-10	greenhouse-api	Staff Technical Program Manager	GitLab	added	Remote, Germany; Remote, Ireland; Remote, Netherlands; Remote, United Kingdom
https://jobs.ashbyhq.com/render/a88f8400-b3c5-40b2-86a8-37c93044c287	2026-06-10	ashby-api	Engineering Manager, Product	Render	added	Remote: United States
https://jobs.ashbyhq.com/render/9d421b1a-ef3e-4404-bc9f-9b41b53fcffb	2026-06-10	ashby-api	Engineering Manager, Expansion	Render	added	Remote: United States
https://boards.greenhouse.io/cloudflare/jobs/7588061?gh_jid=7588061	2026-06-10	greenhouse-api	Country Director, India	Cloudflare	added	Remote India
https://boards.greenhouse.io/cloudflare/jobs/7964653?gh_jid=7964653	2026-06-10	greenhouse-api	Project Manager, Public Sector	Cloudflare	added	Hybrid
https://boards.greenhouse.io/cloudflare/jobs/7530475?gh_jid=7530475	2026-06-10	greenhouse-api	Senior Solutions Engineer, Public Sector Federal	Cloudflare	added	Hybrid
https://careers.datadoghq.com/detail/7852747/?gh_jid=7852747	2026-06-10	greenhouse-api	Director, Compensation Programs	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7821252/?gh_jid=7821252	2026-06-10	greenhouse-api	Director, Head of Global Benefits	Datadog	added	Boston, Massachusetts, USA; New York, New York, USA; San Francisco, California, USA
https://careers.datadoghq.com/detail/7707345/?gh_jid=7707345	2026-06-10	greenhouse-api	Director, Technical Support Engineering	Datadog	added	Mexico City, Mexico; Sao Paulo, Brazil
https://careers.datadoghq.com/detail/7514534/?gh_jid=7514534	2026-06-10	greenhouse-api	Director, User Research - Product Design	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7958663/?gh_jid=7958663	2026-06-10	greenhouse-api	Engineering Manager I, Threat Detection	Datadog	added	New York, New York, USA
https://careers.datadoghq.com/detail/7899179/?gh_jid=7899179	2026-06-10	greenhouse-api	Senior Director, Creative	Datadog	added	New York, New York, USA; San Francisco, California, USA
https://job-boards.greenhouse.io/canonical/jobs/7410479	2026-06-10	greenhouse-api	Cloud Field Engineering Manager	Canonical	added	Home based - Worldwide
