id	url	status	started_at	completed_at	report_num	score	error	retries
88	https://job-boards.greenhouse.io/caylent/jobs/5722443004	failed	2026-06-12T18:46:57Z	2026-06-12T18:46:59Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
90	https://job-boards.greenhouse.io/caylent/jobs/4415217004	failed	2026-06-12T18:47:00Z	2026-06-12T18:47:02Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
91	https://job-boards.greenhouse.io/caylent/jobs/5535509004	failed	2026-06-12T18:47:01Z	2026-06-12T18:47:03Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
92	https://job-boards.greenhouse.io/caylent/jobs/5133417004	failed	2026-06-12T18:47:03Z	2026-06-12T18:47:05Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
93	https://jobs.elastic.co/jobs?gh_jid=7968189&gh_jid=7968189	failed	2026-06-12T18:47:04Z	2026-06-12T18:47:06Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
94	https://jobs.elastic.co/jobs?gh_jid=7885940&gh_jid=7885940	failed	2026-06-12T18:47:07Z	2026-06-12T18:47:09Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
95	https://jobs.elastic.co/jobs?gh_jid=7992591&gh_jid=7992591	failed	2026-06-12T18:47:07Z	2026-06-12T18:47:10Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
96	https://jobs.elastic.co/jobs?gh_jid=7843340&gh_jid=7843340	failed	2026-06-12T18:47:10Z	2026-06-12T18:47:12Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
97	https://jobs.elastic.co/jobs?gh_jid=7843348&gh_jid=7843348	failed	2026-06-12T18:47:11Z	2026-06-12T18:47:13Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
98	https://jobs.elastic.co/jobs?gh_jid=7721569&gh_jid=7721569	failed	2026-06-12T18:47:14Z	2026-06-12T18:47:16Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
99	https://jobs.elastic.co/jobs?gh_jid=7573961&gh_jid=7573961	failed	2026-06-12T18:47:15Z	2026-06-12T18:47:16Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
101	https://jobs.elastic.co/jobs?gh_jid=7954418&gh_jid=7954418	failed	2026-06-12T18:47:18Z	2026-06-12T18:47:20Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
100	https://jobs.elastic.co/jobs?gh_jid=7747112&gh_jid=7747112	failed	2026-06-12T18:47:18Z	2026-06-12T18:47:20Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
102	https://job-boards.greenhouse.io/vtex/jobs/5889103004	failed	2026-06-12T18:47:21Z	2026-06-12T18:47:22Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
103	https://job-boards.greenhouse.io/nubank/jobs/7176546	failed	2026-06-12T18:47:22Z	2026-06-12T18:47:23Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
104	https://job-boards.greenhouse.io/clara/jobs/5035771007	failed	2026-06-12T18:47:24Z	2026-06-12T18:47:25Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
105	https://job-boards.greenhouse.io/clara/jobs/5065094007	failed	2026-06-12T18:47:25Z	2026-06-12T18:47:26Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
106	https://job-boards.greenhouse.io/clara/jobs/5142970007	failed	2026-06-12T18:47:27Z	2026-06-12T18:47:29Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
107	https://job-boards.greenhouse.io/clara/jobs/4721896007	failed	2026-06-12T18:47:28Z	2026-06-12T18:47:29Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
108	https://bitso.com/jobs/7582505003?gh_jid=7582505003	failed	2026-06-12T18:47:31Z	2026-06-12T18:47:33Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
109	https://jobs.ashbyhq.com/belvo/d10ed20d-bcbb-4b2e-b8e4-29236f8c87fb	failed	2026-06-12T18:47:31Z	2026-06-12T18:47:33Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
110	https://jobs.ashbyhq.com/kueski/0e9ded17-510f-4fc8-b5e7-2b7ed904c92f	failed	2026-06-12T18:47:34Z	2026-06-12T18:47:35Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
111	https://jobs.lever.co/dlocal/6835bf9d-69de-43bc-8c78-112f9fac4bf5	failed	2026-06-12T18:47:35Z	2026-06-12T18:47:37Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
112	https://job-boards.greenhouse.io/caylent/jobs/5985807004	failed	2026-06-12T18:47:37Z	2026-06-12T18:47:39Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
113	https://job-boards.greenhouse.io/caylent/jobs/6010761004	failed	2026-06-12T18:47:38Z	2026-06-12T18:47:40Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
114	https://job-boards.greenhouse.io/caylent/jobs/5825816004	failed	2026-06-12T18:47:40Z	2026-06-12T18:47:42Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
115	https://job-boards.greenhouse.io/caylent/jobs/5571570004	failed	2026-06-12T18:47:41Z	2026-06-12T18:47:46Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
116	https://job-boards.greenhouse.io/caylent/jobs/5722445004	failed	2026-06-12T18:47:44Z	2026-06-12T18:47:46Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
117	https://job-boards.greenhouse.io/caylent/jobs/4937599004	failed	2026-06-12T18:47:47Z	2026-06-12T18:47:49Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
118	https://job-boards.greenhouse.io/caylent/jobs/5535506004	failed	2026-06-12T18:47:48Z	2026-06-12T18:47:50Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
119	https://job-boards.greenhouse.io/caylent/jobs/4382456004	failed	2026-06-12T18:47:50Z	2026-06-12T18:47:52Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
120	https://job-boards.greenhouse.io/clara/jobs/5142952007	failed	2026-06-12T18:47:51Z	2026-06-12T18:47:54Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
121	https://jobs.ashbyhq.com/supabase/f2f28afa-4b42-43c7-b977-48f5b686fba2	failed	2026-06-12T18:47:53Z	2026-06-12T18:47:55Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
122	https://careers.datadoghq.com/detail/7991343/?gh_jid=7991343	failed	2026-06-12T18:47:55Z	2026-06-12T18:47:57Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
123	https://job-boards.greenhouse.io/caylent/jobs/5985808004	failed	2026-06-12T18:47:56Z	2026-06-12T18:47:58Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
125	https://job-boards.greenhouse.io/caylent/jobs/5525031004	failed	2026-06-12T18:47:59Z	2026-06-12T18:48:01Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
124	https://job-boards.greenhouse.io/caylent/jobs/5826066004	failed	2026-06-12T18:47:59Z	2026-06-12T18:48:01Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
126	https://job-boards.greenhouse.io/caylent/jobs/4415216004	failed	2026-06-12T18:48:02Z	2026-06-12T18:48:04Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
127	https://job-boards.greenhouse.io/caylent/jobs/5535505004	failed	2026-06-12T18:48:03Z	2026-06-12T18:48:05Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
129	https://job-boards.greenhouse.io/clara/jobs/5135800007	failed	2026-06-12T18:48:06Z	2026-06-12T18:48:08Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
128	https://job-boards.greenhouse.io/nubank/jobs/7158412	failed	2026-06-12T18:48:06Z	2026-06-12T18:48:09Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
130	https://job-boards.greenhouse.io/clara/jobs/5136255007	failed	2026-06-12T18:48:10Z	2026-06-12T18:48:12Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
131	https://job-boards.greenhouse.io/clara/jobs/5142956007	failed	2026-06-12T18:48:10Z	2026-06-12T18:48:12Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
133	https://job-boards.greenhouse.io/hightouch/jobs/6020299004	failed	2026-06-12T18:48:13Z	2026-06-12T18:48:15Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
132	https://job-boards.greenhouse.io/clara/jobs/5153328007	failed	2026-06-12T18:48:13Z	2026-06-12T18:48:15Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
134	https://job-boards.greenhouse.io/hightouch/jobs/6020373004	failed	2026-06-12T18:48:16Z	2026-06-12T18:48:18Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
135	https://job-boards.greenhouse.io/gitlab/jobs/8551473002	failed	2026-06-12T18:48:17Z	2026-06-12T18:48:19Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
136	https://job-boards.greenhouse.io/gitlab/jobs/8551474002	failed	2026-06-12T18:48:19Z	2026-06-12T18:48:21Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
137	https://boards.greenhouse.io/cloudflare/jobs/7462799?gh_jid=7462799	failed	2026-06-12T18:48:20Z	2026-06-12T18:48:22Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
138	https://boards.greenhouse.io/cloudflare/jobs/7462803?gh_jid=7462803	failed	2026-06-12T18:48:23Z	2026-06-12T18:48:27Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
139	https://boards.greenhouse.io/cloudflare/jobs/7462801?gh_jid=7462801	failed	2026-06-12T18:48:24Z	2026-06-12T18:48:27Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
140	https://boards.greenhouse.io/cloudflare/jobs/7462802?gh_jid=7462802	failed	2026-06-12T18:48:28Z	2026-06-12T18:48:30Z	-	You've hit your session limit · resets 8:20pm (America/Buenos_Aires) 	1	
